geneName,Duct_1,Duct_2,ZoneABC,ZoneA_MaSp1,ZoneA_MaSp2,ZoneA_SpiCE-LMa3,ZoneB_MaSp3,ZoneC_SpiCE-LMa1,ZoneC,ZoneB,ZoneA,Tail,Sac,Duct
MaSp1a,NA,NA,NA,1,13,NA,NA,NA,NA,NA,1,38,NA,NA
MaSp1b,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
MaSp1c,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,32,NA,NA,NA
ktn1,NA,NA,NA,4,44,NA,33,NA,NA,NA,NA,NA,NA,NA
plcb1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,20,NA,NA,NA
hdlbp_2,NA,NA,NA,6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
slc5a8_13,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tbc1d2b_2,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aldh1l2,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
syt15,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jub_2,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eprs,NA,NA,NA,12,94,NA,NA,NA,NA,NA,NA,NA,NA,NA
septin9,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC010536,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC013472,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
celf2,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
slc6a5,NA,65,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
eif3a_2,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
slc7a6_slc7a8,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
balat_4,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC012300,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
glt1,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tmem72,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dscam2_dscam_4,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adgrl3,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
adamtsl5_2,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
snap25,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
picot_5,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gata2,29,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,67,NA
wac,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kazn,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC006980,NA,NA,NA,32,60,NA,NA,NA,NA,NA,NA,43,NA,NA
lmo1,NA,NA,NA,33,NA,80,NA,NA,NA,NA,NA,NA,NA,NA
at5g10370_2,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hmcn1_robo1,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gigyf1,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lhfpl2a,NA,85,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC005170,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cobll1_2,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,18,NA,NA,NA
phgdh,NA,NA,NA,40,NA,67,NA,NA,NA,NA,NA,NA,NA,NA
k02a2.6_4,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC016455,NA,NA,NA,42,69,NA,NA,NA,NA,NA,2,NA,NA,NA
rhou,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
trip11,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lrmp,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC020669,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
v1g211400_2,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
unc13b,67,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gw_2,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ldlr,17,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
trabd2b_3,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zfp26_znf268_znf569_znf84_znf845_znf208_znf91_znf271,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
efcab14,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
frmpd2_mpdz,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wnt5a,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ptp69d,82,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
terb1,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rdr1_4,NA,32,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
egr3_2,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
btbd6_klhl6,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
abcb4,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
col15a1_mimi_r240,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cep170b,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cpt1a_3,NA,NA,NA,64,NA,NA,86,NA,NA,NA,NA,NA,NA,NA
ormdl3,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ahcyl1,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cpeb3,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC015928,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
orct_3,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ano5_ano4_ano6,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dyc-1,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rmi1,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
slc39a13,NA,NA,NA,73,NA,53,NA,NA,NA,NA,NA,NA,NA,NA
abd-a,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
il16,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
cobll1,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
slc31a1,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC005893,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
akap13_2,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC018956,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bmp2_2,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spri,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tmem259_2,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tdpoz1_12,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cbp53e,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
itga9,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zbtb45,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cracr2b_rsef-1_rasef,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC011129,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mylk_3,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rb1,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kctd15,NA,NA,NA,92,74,NA,NA,NA,NA,NA,NA,NA,NA,NA
mettl9,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chka,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC020807,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC018915,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dag1,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC020871,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xpc,75,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MaSp2f,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,1,NA,NA
MaSp2c,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,9,NA,NA
MaSp2b,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,31,19,NA,NA
MaSp2e,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,6,6,NA,NA
hn,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,7,10,NA,NA
MaSp2a,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,25,18,NA,NA
LASC005175,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC004266,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,9,4,NA,NA
LASC003334,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC004264,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,15,NA,NA
LASC009844,NA,NA,NA,NA,11,45,NA,NA,NA,NA,10,31,NA,NA
MaSp4,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,34,NA,NA
lman2l,NA,NA,NA,NA,14,69,NA,NA,NA,NA,29,53,NA,NA
LASC021758,NA,NA,NA,NA,15,38,NA,NA,NA,NA,11,NA,NA,NA
rpp-2_rplp2,NA,NA,NA,NA,16,13,NA,NA,NA,NA,NA,NA,NA,NA
rpsa,NA,NA,NA,NA,17,43,NA,NA,NA,NA,NA,NA,NA,NA
LASC002055,21,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
slc16a12b,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,22,NA,NA
gstm1_3,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
psph_2,NA,NA,NA,NA,21,98,NA,NA,NA,NA,NA,NA,NA,NA
LASC021139,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
jagn,NA,NA,NA,NA,23,20,NA,NA,NA,NA,NA,NA,NA,NA
eef1alpha1_2,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC012921,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,33,NA,NA
gdf-8,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,30,NA,NA,NA
boka_bok,NA,NA,NA,NA,28,68,NA,NA,NA,NA,NA,30,NA,NA
LASC004268,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,40,NA,NA
rps20,NA,NA,NA,NA,30,12,NA,NA,NA,NA,NA,NA,NA,NA
amdhd1,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
znf474_2,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,27,NA,NA
pycr2_rnf170_pycr1,NA,NA,NA,NA,33,52,NA,NA,NA,NA,16,NA,NA,NA
aldh18a1,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,17,NA,NA,NA
cg7990,72,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC016431,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
nup210,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
rps15a,NA,NA,NA,NA,38,42,NA,NA,NA,NA,NA,NA,NA,NA
fau,NA,NA,NA,NA,39,18,NA,NA,NA,NA,NA,NA,NA,NA
oat,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,35,NA,NA,NA
tmed6,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
kiaa1324l,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
rps8,NA,NA,NA,NA,43,24,NA,NA,NA,NA,NA,3,NA,NA
ascc1,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC007183,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC001045,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
otoplc_6,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
rps12,NA,NA,NA,NA,49,8,NA,NA,NA,NA,NA,2,NA,NA
cdo1,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
rps27a,NA,NA,NA,NA,51,3,NA,NA,NA,NA,NA,NA,NA,NA
upp1,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
syt15_2,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA
dnm1l,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
ncl,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
sepp1b,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA
hexd_4,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA
rpp40,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
rpl29,NA,NA,NA,NA,59,62,NA,NA,NA,NA,NA,NA,NA,NA
spata5_2,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
epb4.1l4,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA
gpr83_3,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA
mrps16,NA,NA,NA,NA,64,16,NA,NA,NA,NA,NA,NA,NA,NA
x975_2,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,51,NA,NA
rpl6_rpl-6,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC005242,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA
ank3,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
vnn3,31,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC009234,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA
elavl2,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
rps29,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA
sdr39u1,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
pxt_6,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA
pnliprp1_6,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC014844,NA,NA,NA,NA,78,36,NA,NA,NA,NA,NA,NA,NA,NA
acat1-b,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC011002,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,23,NA,NA
slc25a26,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC016452,52,NA,NA,NA,82,NA,NA,NA,NA,NA,14,52,NA,NA
fkbp15,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA
rnasez_elac2,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA
znfx1_3,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
isl1,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA
asic4,NA,46,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
rp2,74,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA
gas2,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,33,NA,NA,NA
aimp1,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA
mfsd4b_4,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC011577,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA
pgbd4_15,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC006824,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA
scp2_3,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC021594,NA,NA,NA,NA,97,17,NA,NA,NA,NA,NA,NA,NA,NA
prkg1,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC002351,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA
MaSp3b,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,18,NA
LASC005273,NA,NA,NA,NA,NA,NA,2,NA,26,11,NA,NA,14,NA
beta_3,NA,NA,NA,NA,NA,NA,3,NA,NA,5,NA,NA,54,NA
sp-1339#prd34368.1_4,NA,NA,NA,NA,NA,NA,4,NA,24,8,NA,NA,75,NA
MaSp3a,NA,NA,NA,NA,NA,NA,5,NA,NA,2,NA,NA,19,NA
xync,NA,NA,NA,NA,NA,NA,6,11,16,23,NA,NA,63,NA
LASC008293,NA,NA,NA,NA,NA,NA,7,NA,NA,6,NA,NA,NA,NA
Spidroin3,NA,NA,NA,NA,NA,NA,8,NA,61,4,NA,NA,42,NA
qpct,NA,NA,NA,NA,NA,NA,9,NA,NA,32,NA,NA,31,NA
tnxb_7,NA,NA,NA,NA,NA,NA,10,NA,NA,1,NA,NA,9,NA
LASC009784,NA,NA,NA,NA,NA,NA,11,NA,27,14,NA,NA,NA,NA
Spidroin1,NA,NA,NA,NA,NA,NA,12,NA,NA,9,NA,NA,49,NA
abcc3,NA,NA,NA,NA,NA,NA,13,NA,NA,63,NA,NA,32,NA
LASC015905,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA
zan,NA,NA,NA,NA,NA,NA,15,NA,87,10,NA,NA,NA,NA
LASC010830,NA,NA,NA,NA,NA,33,16,NA,NA,65,NA,NA,NA,NA
LASC008294,NA,NA,NA,NA,NA,NA,17,NA,NA,29,NA,NA,NA,NA
LASC008296,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA
LASC007667,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA
boka,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
lanb2_2,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA
tmem205,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA
LASC005683,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA
gal3st3,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA
adamts7_adamts20,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA
LASC011225,NA,NA,NA,NA,NA,NA,26,NA,NA,37,NA,NA,NA,NA
LASC016881,NA,NA,NA,NA,NA,NA,27,38,30,15,NA,NA,74,NA
gprk1,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA
mt-atp6,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA
cnga2,NA,NA,NA,NA,NA,NA,30,NA,NA,12,NA,NA,NA,NA
tg_3,NA,NA,NA,NA,NA,22,31,NA,NA,NA,NA,NA,NA,NA
sec62,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA
tbx20_3,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA
cpm_2,NA,NA,NA,NA,NA,NA,35,NA,NA,83,NA,NA,NA,NA
nipa2,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA
fyb1,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA
alas1_2,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,70,NA
LASC015247,NA,NA,NA,NA,NA,NA,39,17,80,NA,NA,NA,NA,NA
LASC000534,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,17,NA
ldlrap1-a,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA
adgrl3_2,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA
raph1,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA
mogat1_2,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
tox3_tox4,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA
slc13a5,NA,NA,NA,NA,NA,NA,46,80,34,NA,NA,NA,43,NA
LASC000533,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA
fasn_13,NA,NA,NA,NA,NA,NA,48,NA,79,NA,NA,NA,78,NA
slc9a2,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA
rlbp1_11,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA
LASC003583,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA
ninj2_3,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA
dnajc1,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA
LASC008291,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA
tub2,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA
slc8a2,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA
fgfrl1_5,NA,NA,NA,NA,NA,NA,57,NA,NA,19,NA,NA,NA,NA
cnbp_2,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA
LASC016514,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA
LASC021117,25,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA
flo2,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA
stan,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA
stk39,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA
tox2_tox3,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA
pogz,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA
lrmp_mrvi1,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA
slc16a10_2,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA
tpo_pxt,NA,NA,NA,NA,NA,NA,68,85,NA,72,NA,NA,39,NA
slc18b1_3,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA
exd2,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA
abca3_abca17_2,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA
LASC019383,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA
LASC021154,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA
LASC005177,NA,NA,NA,NA,NA,NA,74,NA,NA,70,NA,NA,NA,NA
mew_ina-1,NA,86,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA
cg32809,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA
galt-1_2,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA
mt:nd1,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA
smcr8b,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA
apkc,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA
LASC018818,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA
LASC000811,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA
tpst,NA,NA,NA,NA,NA,NA,83,97,94,NA,NA,NA,NA,NA
wls,86,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA
LASC005077,NA,NA,37,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA
slmo,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA
eys,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA
cfad,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA
smtn,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA
cd109,NA,NA,NA,NA,NA,NA,91,NA,86,NA,NA,NA,NA,NA
LASC003916,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,51,NA
efnb1,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA
wdhd1,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA
LASC000396,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA
ldb2,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA
cndp2,NA,NA,NA,NA,NA,NA,97,NA,82,NA,NA,NA,NA,NA
mthfd2,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,23,49,NA,NA
plekho1,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA
LASC013229,NA,NA,NA,NA,NA,NA,NA,1,13,NA,NA,NA,68,NA
spa,NA,NA,2,NA,NA,NA,NA,2,9,NA,NA,NA,95,NA
LASC010016,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,57,NA
LASC004595,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,85,NA
LASC012648,NA,NA,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA
LASC017532,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA
LASC007993,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,97,NA
aael008004_2,NA,NA,NA,NA,NA,NA,NA,8,44,NA,NA,NA,36,NA
pnliprp1,NA,NA,NA,NA,NA,NA,NA,9,11,NA,NA,NA,80,NA
LASC009427,NA,NA,3,NA,NA,NA,NA,10,43,NA,NA,NA,NA,NA
